UCN_NO,CHASSIS,SERVICE_TYPE,VEH_DIS_DT,WERKS,MATNR,KUNNR,PRODUCT_TYPE,KMS_FROM,KMS_TO,DAYS_LIMIT_FROM,DAYS_LIMIT_TO,CREATED_ON,CREATED_AT,STATUS,REMARKS
VX16524,MD2A22EZ2DCC41657,3,24.06.2013,CH01,00PD012V,10448,3700PDFS,1,15000,1,260,23.05.2014,7:16:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX16545,MD2A22EZ3DCB38912,3,05.06.2013,CH01,00PD014M,10590,3700PDFS,1,15000,1,260,23.05.2014,7:18:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX16715,MD2A22EZ3DCC41652,3,24.06.2013,CH01,00PD014K,10210,3700PDFS,1,15000,1,260,23.05.2014,7:16:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX17045,MD2A22EZ5DCC40874,3,10.06.2013,CH01,00PD014M,11463,3700PDFS,1,15000,1,260,23.05.2014,7:16:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX17449,MD2A22EZ7DCC40777,3,10.06.2013,CH01,00PD014M,10173,3700PDFS,1,15000,1,260,23.05.2014,7:16:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX17692,MD2A22EZ8DCC41338,2,17.06.2013,CH01,00PD014M,10200,3700PDFS,1,8000,1,260,23.05.2014,7:16:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX18027,MD2A22EZXDCC40966,2,11.06.2013,CH01,00PD014M,11414,3700PDFS,1,8000,1,260,23.05.2014,7:16:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX18501,MD2A36FZ5DCC89902,3,11.06.2013,CH01,00JL025P,10479,3700JLFS,1,15000,1,260,23.05.2014,7:16:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX49252,MD2A14AZ1EWB06870,1,17.05.2014,WA01,00PA095D,10725,3700PAFS,1,2000,1,60,23.05.2014,7:18:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX49316,MD2A14AZ6EWB06542,1,17.05.2014,WA01,00PA093C,10947,3700PAFS,1,2000,1,60,23.05.2014,7:18:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX50600,MD2A13EZ1ECB33282,3,19.05.2014,CH01,00DK042V,11690,3700DKFS,1,15000,1,260,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX52640,MD2A14AZ3EWB07521,1,21.05.2014,WA01,00PA095D,10694,3700PAFS,1,2000,1,60,23.05.2014,7:19:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX52714,MD2A18AZ1EWB14989,3,21.05.2014,WA01,00DZ103W,10694,3700DZFS,1,15000,1,260,23.05.2014,7:19:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX52990,MD2A57AZ1EWB11377,3,21.05.2014,WA01,00PA133C,10396,3703PAFS,1,15000,1,260,23.05.2014,7:20:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX70870,MD2A18AZ0DRC80871,3,07.06.2013,PT11,00DZ104G,11011,3700DZFS,1,15000,1,260,23.05.2014,7:14:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX76081,MD2A18AZ1DRC89675,2,13.06.2013,PT11,00DZ104G,10285,3700DZFS,1,8000,1,260,23.05.2014,7:17:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX77359,MD2A18AZ1DWB19544,2,28.05.2013,WA01,00DZ103W,10208,3700DZFS,1,8000,1,260,23.05.2014,7:12:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX77946,MD2A11CZ4DCC98460,1,14.06.2013,CH01,00DH155J,10167,3700DHFS,1,2000,1,60,23.05.2014,7:12:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX79774,MD2A18AZ2DRC84923,2,10.06.2013,PT11,00DZ104G,10365,3700DZFS,1,8000,1,260,23.05.2014,7:17:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX83513,MD2A11CZ7DCC87016,3,07.06.2013,CH01,00DH155J,11261,3700DHFS,1,15000,1,260,23.05.2014,7:12:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX85159,MD2A18AZ3DRC95803,3,21.06.2013,PT11,00DZ104G,10963,3700DZFS,1,15000,1,260,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX85649,MD2A11CZ8DCC86778,3,03.06.2013,CH01,00DH155J,11447,3700DHFS,1,15000,1,260,23.05.2014,7:12:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX87303,MD2A11CZ9DCC05075,1,21.06.2013,CH01,00DH155F,11703,3700DHFS,1,2000,1,60,23.05.2014,7:13:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX92442,MD2A12DZ4DCC01374,3,11.06.2013,CH01,00DJ075J,10735,3700DJFS,1,15000,1,260,23.05.2014,7:13:42,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX98699,MD2A18AZ6DWC06064,2,18.06.2013,WA01,00DZ104G,10584,3700DZFS,1,8000,1,260,23.05.2014,7:17:58,,Data is not updated into GladMinds Server. Please contact GladMinds team
VX98773,MD2A18AZ6DWC06999,1,23.06.2013,WA01,00DZ104G,10997,3700DZFS,1,2000,1,60,23.05.2014,7:14:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY03376,MD2A18AZ8DRC00216,3,27.06.2013,PT11,00DZ103W,10322,3700DZFS,1,15000,1,260,23.05.2014,7:15:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY07998,MD2A18AZ9DRC03397,2,30.06.2013,PT11,00DZ103W,10561,3700DZFS,1,8000,1,260,23.05.2014,7:15:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY08019,MD2A18AZ9DRC03609,1,29.06.2013,PT11,00DZ104G,11473,3700DZFS,1,2000,1,60,23.05.2014,7:18:04,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY13385,MD2A14AZ3DPC79931,3,15.06.2013,PT01,00PA095E,10395,3700PAFS,1,15000,1,260,23.05.2014,7:13:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY13452,MD2A14AZ3DPC80562,1,18.06.2013,PT01,00PA095E,11004,3700PAFS,1,2000,1,60,23.05.2014,7:17:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY13947,MD2A18AZXDRC88198,3,13.06.2013,PT11,00DZ103W,11534,3700DZFS,1,15000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY15314,MD2A18AZXDWC01577,1,02.06.2013,WA01,00DZ103W,10185,3700DZFS,1,2000,1,60,23.05.2014,7:16:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY15342,MD2A18AZXDWC01899,2,30.06.2013,WA01,00DZ103W,10202,3700DZFS,1,8000,1,260,23.05.2014,7:18:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY15583,MD2A18AZXDWC04463,1,30.06.2013,WA01,00DZ104G,10196,3700DZFS,1,2000,1,60,23.05.2014,7:16:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY18124,MD2A36FZ0DCC89841,2,09.06.2013,CH01,00JL025Q,10335,3700JLFS,1,8000,1,260,23.05.2014,7:16:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY18189,MD2A36FZ1DCC89749,3,08.06.2013,CH01,00JL025N,10047,3700JLFS,1,15000,1,260,23.05.2014,7:18:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY18311,MD2A36FZ2DCC95611,3,28.06.2013,CH01,00JL025P,10349,3700JLFS,1,15000,1,260,23.05.2014,7:16:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY18335,MD2A36FZ3DCC89560,3,07.06.2013,CH01,00JL025Q,10280,3700JLFS,1,15000,1,260,23.05.2014,7:18:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY19068,MD2A14AZ4DPC84328,2,27.06.2013,PT01,00PA095E,10162,3700PAFS,1,8000,1,260,23.05.2014,7:14:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY40012,MD2A11CZ0DCB68823,2,25.05.2013,CH01,00DH155F,10665,3700DHFS,1,8000,1,260,23.05.2014,7:12:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY49750,MD2A18AZ8EWB14777,1,17.05.2014,WA01,00DZ103W,10947,3700DZFS,1,2000,1,60,23.05.2014,7:18:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY49845,MD2A18AZXEWB14991,3,17.05.2014,WA01,00DZ103W,10947,3700DZFS,1,15000,1,260,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY50233,MD2A18AZ6EWB14132,3,18.05.2014,WA01,00DZ104G,10432,3700DZFS,1,15000,1,260,23.05.2014,7:19:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY50366,MD2A57AZ4EWB12538,1,18.05.2014,WA01,00PA135W,11543,3703PAFS,1,2000,1,60,23.05.2014,7:19:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY50550,MD2A12DZ3EWB02657,1,19.05.2014,WA01,00DJ075J,10632,3700DJFS,1,2000,1,60,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY50749,MD2A14AZ6EWB07139,3,19.05.2014,WA01,00PA095E,10725,3700PAFS,1,15000,1,260,23.05.2014,7:19:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY51543,MD2A11CZ3EWB32835,1,20.05.2014,WA01,00DH152V,11216,3700DHFS,1,2000,1,60,23.05.2014,7:19:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY51588,MD2A14AZ0EWB07038,3,20.05.2014,WA01,00PA093F,11206,3700PAFS,1,15000,1,260,23.05.2014,7:19:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY51995,MD2A18AZ5EWB01128,1,20.05.2014,WA01,00DZ103W,10268,3700DZFS,1,2000,1,60,23.05.2014,7:19:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY52168,MD2A37CZ5EWA02195,2,20.05.2014,WA01,00JZ085R,10473,3702JZFS,1,8000,1,260,23.05.2014,7:19:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY52761,MD2A18AZ5EWA02163,3,21.05.2014,WA01,00DZ123F,10008,3700DZFS,1,15000,1,260,23.05.2014,7:19:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY52951,MD2A36FZ8ECB93120,1,21.05.2014,CH01,00JL02X3,11812,3700JLFS,1,2000,1,60,23.05.2014,7:20:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY68887,MD2A11CZ0DCC94731,2,09.06.2013,CH01,00DH155F,10799,3700DHFS,1,8000,1,260,23.05.2014,7:17:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY71169,MD2A11CZ1DCC95922,1,10.06.2013,CH01,00DH155J,11485,3700DHFS,1,2000,1,60,23.05.2014,7:17:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY75175,MD2A18AZ1DRC81785,3,07.06.2013,PT11,00DZ103F,11506,3700DZFS,1,15000,1,260,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY75686,MD2A11CZ3DCC97137,3,11.06.2013,CH01,00DH155F,10280,3700DHFS,1,15000,1,260,23.05.2014,7:12:37,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY76154,MD2A18AZ1DRC90390,3,14.06.2013,PT11,00DZ104G,10113,3700DZFS,1,15000,1,260,23.05.2014,7:14:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY77280,MD2A18AZ1DWB18636,2,25.05.2013,WA01,00DZ103F,10194,3700DZFS,1,8000,1,260,23.05.2014,7:12:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY77998,MD2A11CZ4DCC99110,3,16.06.2013,CH01,00DH155F,10933,3700DHFS,1,15000,1,260,23.05.2014,7:12:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY79657,MD2A18AZ2DRC83755,3,29.06.2013,PT11,00DZ104G,10925,3700DZFS,1,15000,1,260,23.05.2014,7:17:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY84860,MD2A18AZ3DRC93095,3,18.06.2013,PT11,00DZ104G,10940,3700DZFS,1,15000,1,260,23.05.2014,7:14:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY84896,MD2A18AZ3DRC93517,2,18.06.2013,PT11,00DZ103W,11516,3700DZFS,1,8000,1,260,23.05.2014,7:17:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY86258,MD2A11CZ8DCC93522,3,11.06.2013,CH01,00DH155J,11548,3700DHFS,1,15000,1,260,23.05.2014,7:13:04,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY86428,MD2A11CZ8DCC95433,2,09.06.2013,CH01,00DH155J,11336,3700DHFS,1,8000,1,260,23.05.2014,7:13:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY86453,MD2A11CZ8DCC95691,2,10.06.2013,CH01,00DH155J,10937,3700DHFS,1,8000,1,260,23.05.2014,7:13:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY86546,MD2A11CZ8DCC96694,3,11.06.2013,CH01,00DH155J,10735,3700DHFS,1,15000,1,260,23.05.2014,7:13:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY86863,MD2A11CZ9DCB80114,3,01.06.2013,CH01,00DH155J,10214,3700DHFS,1,15000,1,260,23.05.2014,7:13:12,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY87188,MD2A11CZ9DCC03746,3,19.06.2013,CH01,00DH155G,10047,3700DHFS,1,15000,1,260,23.05.2014,7:13:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY87355,MD2A11CZ9DCC05822,2,24.06.2013,CH01,00DH155J,11408,3700DHFS,1,8000,1,260,23.05.2014,7:13:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY87882,MD2A11CZ9DCC86417,3,02.06.2013,CH01,00DH155J,11177,3700DHFS,1,15000,1,260,23.05.2014,7:13:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY87903,MD2A11CZ9DCC86613,2,03.06.2013,CH01,00DH155G,10408,3700DHFS,1,8000,1,260,23.05.2014,7:17:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY88361,MD2A11CZ9DCC92217,2,07.06.2013,CH01,00DH155J,10118,3700DHFS,1,8000,1,260,23.05.2014,7:13:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY92229,MD2A12DZ3DCC02144,3,23.06.2013,CH01,00DJ075F,11026,3700DJFS,1,15000,1,260,23.05.2014,7:13:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY93864,MD2A18AZ5DRC99271,2,25.06.2013,PT11,00DZ103F,10264,3700DZFS,1,8000,1,260,23.05.2014,7:14:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
VY94014,MD2A18AZ5DWB19806,3,06.06.2013,WA01,00DZ104G,10590,3700DZFS,1,15000,1,260,23.05.2014,7:14:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ02489,MD2A18AZ7DWB18219,2,01.06.2013,WA01,00DZ104G,11112,3700DZFS,1,8000,1,260,23.05.2014,7:15:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ02534,MD2A18AZ7DWC01634,1,10.06.2013,WA01,00DZ103W,10963,3700DZFS,1,2000,1,60,23.05.2014,7:15:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ03669,MD2A18AZ8DRC02712,1,28.06.2013,PT11,00DZ103W,10993,3700DZFS,1,2000,1,60,23.05.2014,7:15:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ07948,MD2A18AZ9DRC03027,3,28.06.2013,PT11,00DZ103W,10361,3700DZFS,1,15000,1,260,23.05.2014,7:15:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ07997,MD2A18AZ9DRC03383,1,28.06.2013,PT11,00DZ103W,10238,3700DZFS,1,2000,1,60,23.05.2014,7:15:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ08596,MD2A18AZ9DRC78648,3,20.06.2013,PT11,00DZ103W,10417,3700DZFS,1,15000,1,260,23.05.2014,7:15:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ08667,MD2A18AZ9DRC79282,2,05.06.2013,PT11,00DZ103W,10098,3700DZFS,1,8000,1,260,23.05.2014,7:15:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ09883,MD2A14AZ2DWC01128,1,30.06.2013,WA01,00PA093B,11263,3700PAFS,1,2000,1,60,23.05.2014,7:13:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ09942,MD2A14AZ2DWC23615,3,02.06.2013,WA01,00PA095D,11489,3700PAFS,1,15000,1,260,23.05.2014,7:13:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ13484,MD2A14AZ3DPC80755,1,17.06.2013,PT01,00PA093C,10804,3700PAFS,1,2000,1,60,23.05.2014,7:13:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ14323,MD2A18AZXDRC91716,3,15.06.2013,PT11,00DZ103W,10729,3700DZFS,1,15000,1,260,23.05.2014,7:15:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ14938,MD2A18AZXDRC96950,3,24.06.2013,PT11,00DZ103W,10111,3700DZFS,1,15000,1,260,23.05.2014,7:16:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ15728,MD2A14AZ3DWC30007,2,13.06.2013,WA01,00PA093B,10060,3700PAFS,1,8000,1,260,23.05.2014,7:13:51,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ17316,MD2A22EZ6DCC41757,3,30.06.2013,CH01,00PD014K,10986,3700PDFS,1,15000,1,260,23.05.2014,7:16:32,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ18051,MD2A22EZXDCC41356,3,18.06.2013,CH01,00PD014K,10928,3700PDFS,1,15000,1,260,23.05.2014,7:16:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ22525,MD2A37CZ5DPB55829,2,25.06.2013,PT01,00JZ083F,11517,3702JZFS,1,8000,1,260,23.05.2014,7:16:55,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ22877,MD2A37CZ5DPC61424,2,21.06.2013,PT01,00JZ083C,10210,3702JZFS,1,8000,1,260,23.05.2014,7:17:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ50363,MD2A57AZ4EWB10739,1,18.05.2014,WA01,00PA133C,11543,3703PAFS,1,2000,1,60,23.05.2014,7:19:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ50631,MD2A13EZ6ECB33259,3,19.05.2014,CH01,00DK042V,10316,3700DKFS,1,15000,1,260,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ50893,MD2A17CZ8EWB05388,2,19.05.2014,WA01,00JD025J,10369,3700JDFS,1,8000,1,260,23.05.2014,7:19:17,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ51002,MD2A18AZ4EWB00553,1,19.05.2014,WA01,00DZ103F,10396,3700DZFS,1,2000,1,60,23.05.2014,7:19:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ52509,MD2A57AZXEWB13578,2,20.05.2014,WA01,00PA135W,10268,3703PAFS,1,8000,1,260,23.05.2014,7:20:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ52794,MD2A18AZ8EWB01530,3,21.05.2014,WA01,00DZ104G,10694,3700DZFS,1,15000,1,260,23.05.2014,7:19:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ53534,MD2A18AZ8EWB01320,2,22.05.2014,WA01,00DZ103W,11411,3700DZFS,1,8000,1,260,23.05.2014,7:20:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ66813,MD2A57AZ2EWB11260,1,15.05.2014,WA01,00PA135W,11448,3703PAFS,1,2000,1,60,23.05.2014,7:12:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ71587,MD2A18AZ0DRC87609,3,26.06.2013,PT11,00DZ103W,10624,3700DZFS,1,15000,1,260,23.05.2014,7:14:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ75285,MD2A18AZ1DRC82712,3,07.06.2013,PT11,00DZ103W,10995,3700DZFS,1,15000,1,260,23.05.2014,7:14:09,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ80319,MD2A11CZ6DCB77817,2,10.06.2013,CH01,00DH155G,10255,3700DHFS,1,8000,1,260,23.05.2014,7:17:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ80336,MD2A11CZ6DCB79793,2,02.06.2013,CH01,00DH155J,10721,3700DHFS,1,8000,1,260,23.05.2014,7:12:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ83622,MD2A11CZ7DCC88389,3,03.06.2013,CH01,00DH155J,10448,3700DHFS,1,15000,1,260,23.05.2014,7:12:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ85103,MD2A18AZ3DRC95204,2,27.06.2013,PT11,00DZ103F,11608,3700DZFS,1,8000,1,260,23.05.2014,7:14:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ86093,MD2A11CZ8DCC91723,1,07.06.2013,CH01,00DH155F,11692,3700DHFS,1,2000,1,60,23.05.2014,7:13:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ88118,MD2A11CZ9DCC89057,3,04.06.2013,CH01,00DH155F,11749,3700DHFS,1,15000,1,260,23.05.2014,7:13:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ89329,MD2A18AZ4DRC95812,3,20.06.2013,PT11,00DZ104G,11361,3700DZFS,1,15000,1,260,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ92393,MD2A12DZ4DCB99335,3,12.06.2013,CH01,00DJ075F,11132,3700DJFS,1,15000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ92950,MD2A12DZ6DCB96419,3,11.06.2013,CH01,00DJ075F,10280,3700DJFS,1,15000,1,260,23.05.2014,7:13:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
VZ94000,MD2A18AZ5DWB18915,3,30.06.2013,WA01,00DZ104G,11177,3700DZFS,1,15000,1,260,23.05.2014,7:14:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA02528,MD2A18AZ7DWC01603,3,03.06.2013,WA01,00DZ103W,11752,3700DZFS,1,15000,1,260,23.05.2014,7:15:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA03452,MD2A18AZ8DRC00751,2,26.06.2013,PT11,00DZ103W,10659,3700DZFS,1,8000,1,260,23.05.2014,7:18:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA08052,MD2A18AZ9DRC03934,1,29.06.2013,PT11,00DZ103W,10155,3700DZFS,1,2000,1,60,23.05.2014,7:18:04,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA08127,MD2A18AZ9DRC04579,3,30.06.2013,PT11,00DZ103W,10147,3700DZFS,1,15000,1,260,23.05.2014,7:15:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA08130,MD2A18AZ9DRC04596,3,30.06.2013,PT11,00DZ103W,10022,3700DZFS,1,15000,1,260,23.05.2014,7:15:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA08211,MD2A18AZ9DRC75166,2,04.06.2013,PT11,00DZ103W,11362,3700DZFS,1,8000,1,260,23.05.2014,7:18:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA12210,MD2A18AZXDRC02792,1,28.06.2013,PT11,00DZ104G,11516,3700DZFS,1,2000,1,60,23.05.2014,7:18:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA13020,MD2A18AZXDRC79503,3,06.06.2013,PT11,00DZ104G,10705,3700DZFS,1,15000,1,260,23.05.2014,7:15:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA14068,MD2A18AZXDRC89531,3,13.06.2013,PT11,00DZ104G,10503,3700DZFS,1,15000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA14096,MD2A18AZXDRC89741,3,29.06.2013,PT11,00DZ103F,10002,3700DZFS,1,15000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA14982,MD2A18AZXDRC97354,3,25.06.2013,PT11,00DZ103W,10152,3700DZFS,1,15000,1,260,23.05.2014,7:16:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA15354,MD2A18AZXDWC01983,1,12.06.2013,WA01,00DZ103W,10202,3700DZFS,1,2000,1,60,23.05.2014,7:16:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA15736,MD2A14AZ3DWC30069,1,12.06.2013,WA01,00PA093B,10306,3700PAFS,1,2000,1,60,23.05.2014,7:13:51,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA16958,MD2A22EZ5DCC39367,3,03.06.2013,CH01,00PD014M,11491,3700PDFS,1,15000,1,260,23.05.2014,7:16:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA17941,MD2A22EZXDCC39512,2,07.06.2013,CH01,00PD014K,10811,3700PDFS,1,8000,1,260,23.05.2014,7:16:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA18880,MD2A36FZXDCC95159,3,12.06.2013,CH01,00JL025Q,10173,3700JLFS,1,15000,1,260,23.05.2014,7:16:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA22542,MD2A37CZ5DPB56303,3,12.06.2013,PT01,00JZ085R,10030,3702JZFS,1,15000,1,260,23.05.2014,7:18:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA49208,MD2A13EZ3ECB32859,2,17.05.2014,CH01,00DK042V,10725,3700DKFS,1,8000,1,260,23.05.2014,7:18:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA50323,MD2A57AZ2EWB12179,1,18.05.2014,WA01,00PA133C,11543,3703PAFS,1,2000,1,60,23.05.2014,7:19:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA51825,MD2A14AZXEWB05460,1,20.05.2014,WA01,00PA095D,11206,3700PAFS,1,2000,1,60,23.05.2014,7:19:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA51982,MD2A18AZ4EWB01170,3,20.05.2014,WA01,00DZ103W,10268,3700DZFS,1,15000,1,260,23.05.2014,7:19:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA52564,MD2A11CZ8ECB90019,1,21.05.2014,CH01,00DH152V,11272,3700DHFS,1,2000,1,60,23.05.2014,7:19:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA52635,MD2A14AZ2EWB07395,2,21.05.2014,WA01,00PA095E,10694,3700PAFS,1,8000,1,260,23.05.2014,7:19:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA77406,MD2A18AZ2DRA28362,3,16.05.2013,PT11,00DZ104G,11541,3700DZFS,1,15000,1,260,23.05.2014,7:12:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA78034,MD2A11CZ4DCC99513,3,17.06.2013,CH01,00DH155J,10790,3700DHFS,1,15000,1,260,23.05.2014,7:12:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA82902,MD2A18AZ3DRA25213,2,14.05.2013,PT11,00DZ103F,10255,3700DZFS,1,8000,1,260,23.05.2014,7:12:12,,Data is not updated into GladMinds Server. Please contact GladMinds team
WA83219,MD2A11CZ7DCC09139,2,29.06.2013,CH01,00DH155J,10416,3700DHFS,1,8000,1,260,23.05.2014,7:12:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
