id,bom_number,part_number,revision_number,quantity,uom,valid_from,valid_to,plate_id,plate_txt,serial_number,change_number,change_number_to,item,item_id,sku_code
221,211760,DH101163,0,5,EA,2010-12-01,9999-12-31,23,Starter Assembly (For Self Start),,SCH01011210,,223,223,00DH15ZZ
222,211760,DH101164,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,224,224,00DH15ZZ
223,211760,DH101172,0,1,EA,2010-12-01,9999-12-31,23,Starter Assembly (For Self Start),,SCH01011210,,225,225,00DH15ZZ
224,211760,DH101195,0,1,EA,2010-12-01,9999-12-31,6,Crankshaft,,SCH01011210,,226,226,00DH15ZZ
225,211760,DH101197,0,1,EA,2010-12-01,9999-12-31,13,Cover RH,,SCH01011210,,227,227,00DH15ZZ
226,211760,DH101199,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,228,228,00DH15ZZ
227,211760,DH101203,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,229,229,00DH15ZZ
228,211760,DH101235,0,4,EA,2010-12-01,9999-12-31,8,Transmission,,SCH01011210,,230,230,00DH15ZZ
229,211760,DH101272,0,2,EA,2010-12-01,9999-12-31,1,Cover Cylinder Head,,SCH01011210,,231,231,00DH15ZZ
230,211760,DH101275,0,1,EA,2010-12-01,9999-12-31,15,Clutch,,SCH01011210,,232,232,00DH15ZZ
231,211760,DH101301,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,233,233,00DH15ZZ
232,211760,DH101319,0,1,EA,2010-12-01,9999-12-31,8,Transmission,,SCH01011210,,234,234,00DH15ZZ
233,211760,DH101321,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,235,235,00DH15ZZ
234,211760,DH101353,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,236,236,00DH15ZZ
235,211760,DH101373,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,237,237,00DH15ZZ
236,211760,DH101380,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,238,238,00DH15ZZ
237,211760,DH101381,0,2,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,239,239,00DH15ZZ
238,211760,DH101385,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,240,240,00DH15ZZ
239,211760,DH101386,0,2,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,241,241,00DH15ZZ
240,211760,DH101389,0,1,EA,2010-12-01,9999-12-31,23,Starter Assembly (For Self Start),,SCH01011210,,243,243,00DH15ZZ
241,211760,DH101390,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,244,244,00DH15ZZ
242,211760,DH101392,0,1,EA,2010-12-01,9999-12-31,4,Camshaft & Tensioner,,SCH01011210,,245,245,00DH15ZZ
243,211760,DH101393,0,1,EA,2010-12-01,9999-12-31,10,Gear Change Mechanism,,SCH01011210,,246,246,00DH15ZZ
244,211760,DH101394,0,1,EA,2010-12-01,9999-12-31,10,Gear Change Mechanism,,SCH01011210,,247,247,00DH15ZZ
245,211760,DH101395,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,248,248,00DH15ZZ
246,211760,DH101397,0,1,EA,2010-12-01,9999-12-31,10,Gear Change Mechanism,,SCH01011210,,249,249,00DH15ZZ
247,211760,DH101412,0,1,EA,2010-12-01,9999-12-31,4,Camshaft & Tensioner,,SCH01011210,,250,250,00DH15ZZ
248,211760,DH101414,0,4,EA,2010-12-01,9999-12-31,5,Cylinder & Piston,,SCH01011210,,251,251,00DH15ZZ
249,211760,DH101416,0,1,EA,2010-12-01,9999-12-31,8,Transmission,,SCH01011210,,252,252,00DH15ZZ
250,211760,DH101420,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,253,253,00DH15ZZ
251,211760,DH101422,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,254,254,00DH15ZZ
252,211760,DH101423,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,255,255,00DH15ZZ
253,211760,DH101425,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,256,256,00DH15ZZ
254,211760,DH101432,0,1,EA,2010-12-01,9999-12-31,7,Balancer & Balancer Idler Gear,,SCH01011210,,257,257,00DH15ZZ
255,211760,DH101468,0,1,EA,2010-12-01,9999-12-31,19,Silencer Assembly,,SCH01011210,,258,258,00DH15ZZ
256,211760,DH101481,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,259,259,00DH15ZZ
257,211760,DH101487,0,1,EA,2010-12-01,9999-12-31,11,Engine Assembly & Crankcase RH,,SCH01011210,,261,261,00DH15ZZ
258,211760,DH101493,0,1,EA,2010-12-01,9999-12-31,9,Change Drum & Shaft Fork,,SCH01011210,,262,262,00DH15ZZ
259,211760,DH101496,0,1,EA,2010-12-01,9999-12-31,9,Change Drum & Shaft Fork,,SCH01011210,,263,263,00DH15ZZ
260,211760,DH101502,0,1,EA,2010-12-01,9999-12-31,10,Gear Change Mechanism,,SCH01011210,,264,264,00DH15ZZ
261,211760,DH101508,0,5,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,266,266,00DH15ZZ
262,211760,DH101509,0,1,EA,2010-12-01,9999-12-31,10,Gear Change Mechanism,,SCH01011210,,267,267,00DH15ZZ
263,211760,DH101521,0,1,EA,2010-12-01,9999-12-31,19,Silencer Assembly,,SCH01011210,,269,269,00DH15ZZ
264,211760,DH101531,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,270,270,00DH15ZZ
265,211760,DH101533,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,271,271,00DH15ZZ
266,211760,DH101536,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,272,272,00DH15ZZ
267,211760,DH101537,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,273,273,00DH15ZZ
268,211760,DH101538,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,274,274,00DH15ZZ
269,211760,DH101539,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,275,275,00DH15ZZ
270,211760,DH101540,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,276,276,00DH15ZZ
271,211760,DH101544,0,1,EA,2010-12-01,9999-12-31,13,Cover RH,,SCH01011210,,277,277,00DH15ZZ
272,211760,DH101545,0,1,EA,2010-12-01,9999-12-31,16,Kick Starter Mechanism,,SCH01011210,,278,278,00DH15ZZ
273,211760,DH101548,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,279,279,00DH15ZZ
274,211760,DH101581,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,280,280,00DH15ZZ
275,211760,DH101607,0,4,EA,2010-12-01,9999-12-31,19,Silencer Assembly,,SCH01011210,,281,281,00DH15ZZ
276,211760,DH101608,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,282,282,00DH15ZZ
277,211760,DH101648,0,1,EA,2010-12-01,9999-12-31,15,Clutch,,SCH01011210,,283,283,00DH15ZZ
278,211760,DH101654,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,284,284,00DH15ZZ
279,211760,DH101661,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,285,285,00DH15ZZ
280,211760,DH101665,0,1,EA,2010-12-01,9999-12-31,5,Cylinder & Piston,,SCH01011210,,286,286,00DH15ZZ
281,211760,DH101671,0,2,EA,2010-12-01,9999-12-31,5,Cylinder & Piston,,SCH01011210,,287,287,00DH15ZZ
282,211760,DH101672,0,1,EA,2010-12-01,9999-12-31,6,Crankshaft,,SCH01011210,,288,288,00DH15ZZ
283,211760,DH101680,0,1,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,289,289,00DH15ZZ
284,211760,DH101795,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,291,291,00DH15ZZ
285,211760,DH101853,0,1,EA,2010-12-01,9999-12-31,15,Clutch,,SCH01011210,,292,292,00DH15ZZ
286,211760,DH101898,0,1,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,293,293,00DH15ZZ
287,211760,DH101919,0,1,EA,2010-12-01,9999-12-31,11,Engine Assembly & Crankcase RH,,SCH01011210,,294,294,00DH15ZZ
288,211760,DH111009,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,295,295,00DH15ZZ
289,211760,DH111012,0,1,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,296,296,00DH15ZZ
290,211760,DH111013,0,2,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,297,297,00DH15ZZ
291,211760,DH111015,0,2,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,298,298,00DH15ZZ
292,211760,DH111016,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,299,299,00DH15ZZ
293,211760,DH111072,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,300,300,00DH15ZZ
294,211760,DH111077,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,301,301,00DH15ZZ
295,211760,DH111078,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,302,302,00DH15ZZ
296,211760,DH111080,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,303,303,00DH15ZZ
297,211760,DH111081,0,1,EA,2010-12-01,9999-12-31,22,"Magneto, CDI & H.T. Coil",,SCH01011210,,304,304,00DH15ZZ
298,211760,DH111082,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,305,305,00DH15ZZ
299,211760,DH111084,0,1,EA,2010-12-01,9999-12-31,23,Starter Assembly (For Self Start),,SCH01011210,,306,306,00DH15ZZ
300,211760,DH121010,0,1,EA,2010-12-01,9999-12-31,21,Oil Pump,,SCH01011210,,307,307,00DH15ZZ
301,211760,DH121011,0,1,EA,2010-12-01,9999-12-31,13,Cover RH,,SCH01011210,,308,308,00DH15ZZ
302,211760,DH121012,0,1,EA,2010-12-01,9999-12-31,13,Cover RH,,SCH01011210,,309,309,00DH15ZZ
303,211760,DH121020,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,310,310,00DH15ZZ
304,211760,DH121038,0,2,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,311,311,00DH15ZZ
305,211760,DH121101,0,1,EA,2010-12-01,9999-12-31,17,Carburettor,,SCH01011210,,312,312,00DH15ZZ
306,211760,DH121142,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,313,313,00DH15ZZ
307,211760,DH121154,0,1,EA,2010-12-01,9999-12-31,17,Carburettor,,SCH01011210,,314,314,00DH15ZZ
308,211760,DH141020,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,315,315,00DH15ZZ
309,211760,DH141023,0,1,EA,2010-12-01,9999-12-31,41,"Fittings Petrol Tank, Side Cvoer & Cover",,SCH01011210,,316,316,00DH15ZZ
310,211760,DH141024,0,1,EA,2010-12-01,9999-12-31,40,Cap Tank & Gauge Fuel,,SCH01011210,,317,317,00DH15ZZ
311,211760,DH141048,0,1,EA,2010-12-01,9999-12-31,40,Cap Tank & Gauge Fuel,,SCH01011210,,318,318,00DH15ZZ
312,211760,DH141050,0,1,EA,2010-12-01,9999-12-31,40,Cap Tank & Gauge Fuel,,SCH01011210,,319,319,00DH15ZZ
313,211760,DH141057,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,320,320,00DH15ZZ
314,211760,DH151029,0,1,EA,2010-12-01,9999-12-31,36,Rear Brake Pedal,,SCH01011210,,321,321,00DH15ZZ
315,211760,DH161053,0,2,EA,2010-12-01,9999-12-31,27,Rider Foot Rest,,SCH01011210,,322,322,00DH15ZZ
316,211760,DH161056,0,2,EA,2010-12-01,9999-12-31,27,Rider Foot Rest,,SCH01011210,,323,323,00DH15ZZ
317,211760,DH161057,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,324,324,00DH15ZZ
318,211760,DH161066,0,1,EA,2010-12-01,9999-12-31,30,Stand Assembly,,SCH01011210,,325,325,00DH15ZZ
319,211760,DH161100,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,326,326,00DH15ZZ
320,211760,DH161112,0,2,EA,2010-12-01,9999-12-31,25,Frame & Frame Fittings,,SCH01011210,,327,327,00DH15ZZ
321,211760,DH161121,0,1,EA,2010-12-01,9999-12-31,30,Stand Assembly,,SCH01011210,,328,328,00DH15ZZ
322,211760,DH161133,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,329,329,00DH15ZZ
323,211760,DH161145,0,1,EA,2010-12-01,9999-12-31,30,Stand Assembly,,SCH01011210,,330,330,00DH15ZZ
324,211760,DH161146,0,1,EA,2010-12-01,9999-12-31,30,Stand Assembly,,SCH01011210,,331,331,00DH15ZZ
325,211760,DH161158,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,332,332,00DH15ZZ
326,211760,DH161170,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,333,333,00DH15ZZ
327,211760,DH161194,0,1,EA,2010-12-01,9999-12-31,27,Rider Foot Rest,,SCH01011210,,334,334,00DH15ZZ
328,211760,DH161231,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,335,335,00DH15ZZ
329,211760,DH161239,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,336,336,00DH15ZZ
330,211760,DH161240,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,337,337,00DH15ZZ
331,211760,DH161258,0,1,EA,2010-12-01,9999-12-31,29,Mudguard - Front & Rear,,SCH01011210,,338,338,00DH15ZZ
332,211760,DH161268,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,339,339,00DH15ZZ
333,211760,DH161269,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,340,340,00DH15ZZ
334,211760,DH161273,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,341,341,00DH15ZZ
335,211760,DH161283,0,4,EA,2010-12-01,9999-12-31,44,Chain Case,,SCH01011210,,342,342,00DH15ZZ
336,211760,DH161284,0,2,EA,2010-12-01,9999-12-31,44,Chain Case,,SCH01011210,,343,343,00DH15ZZ
337,211760,DH161292,0,1,EA,2010-12-01,9999-12-31,47,Tail Lamp Assembly & Front & Rear Number,,SCH01011210,,344,344,00DH15ZZ
338,211760,DH161293,0,2,EA,2010-12-01,9999-12-31,47,Tail Lamp Assembly & Front & Rear Number,,SCH01011210,,345,345,00DH15ZZ
339,211760,DH161301,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,346,346,00DH15ZZ
340,211760,DH161321,0,1,EA,2010-12-01,9999-12-31,25,Frame & Frame Fittings,,SCH01011210,,347,347,00DH15ZZ
341,211760,DH161326,0,2,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,348,348,00DH15ZZ
342,211760,DH161327,0,2,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,349,349,00DH15ZZ
343,211760,DH161328,0,2,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,350,350,00DH15ZZ
344,211760,DH161329,0,2,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,351,351,00DH15ZZ
345,211760,DH161331,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,352,352,00DH15ZZ
346,211760,DH161360,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,353,353,00DH15ZZ
347,211760,DH161361,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,354,354,00DH15ZZ
348,211760,DH161362,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,355,355,00DH15ZZ
349,211760,DH161363,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,356,356,00DH15ZZ
350,211760,DH171012,0,1,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,357,357,00DH15ZZ
351,211760,DH171013,0,2,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,358,358,00DH15ZZ
352,211760,DH171014,0,4,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,359,359,00DH15ZZ
353,211760,DH171015,0,4,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,360,360,00DH15ZZ
354,211760,DH171019,0,1,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,361,361,00DH15ZZ
355,211760,DH171023,0,2,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,362,362,00DH15ZZ
356,211760,DH181015,0,2,EA,2010-12-01,9999-12-31,38,Front Fork,,SCH01011210,,363,363,00DH15ZZ
357,211760,DH181052,0,1,EA,2010-12-01,9999-12-31,45,Head Lamp Fairing,,SCH01011210,,364,364,00DH15ZZ
358,211760,DH181069,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Single Tube Type),,SCH01011210,,365,365,00DH15ZZ
359,211760,DH181086,0,1,EA,2010-12-01,9999-12-31,38,Front Fork,,SCH01011210,,366,366,00DH15ZZ
360,211760,DH181087,0,2,EA,2010-12-01,9999-12-31,38,Front Fork,,SCH01011210,,367,367,00DH15ZZ
361,211760,DH181090,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,368,368,00DH15ZZ
362,211760,DH181091,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Split Type),,SCH01011210,,369,369,00DH15ZZ
363,211760,DH181092,0,1,EA,2010-12-01,9999-12-31,38,Front Fork,,SCH01011210,,370,370,00DH15ZZ
364,211760,DH181093,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,371,371,00DH15ZZ
365,211760,DH181094,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Split Type),,SCH01011210,,372,372,00DH15ZZ
366,211760,DH181095,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,373,373,00DH15ZZ
367,211760,DH181096,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Split Type),,SCH01011210,,374,374,00DH15ZZ
368,211760,DH181099,0,2,EA,2010-12-01,9999-12-31,37,Handle Bar (Split Type),,SCH01011210,,375,375,00DH15ZZ
369,211760,DH191001,0,1,EA,2010-12-01,9999-12-31,36,Rear Brake Pedal,,SCH01011210,,376,376,00DH15ZZ
370,211760,DH191006,0,1,EA,2010-12-01,9999-12-31,36,Rear Brake Pedal,,SCH01011210,,377,377,00DH15ZZ
371,211760,DH191007,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Single Tube Type),,SCH01011210,,378,378,00DH15ZZ
372,211760,DH191008,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Single Tube Type),,SCH01011210,,379,379,00DH15ZZ
373,211760,DH191012,0,1,EA,2010-12-01,9999-12-31,48,Electrical Equipments,,SCH01011210,,380,380,00DH15ZZ
374,211760,DH191017,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Split Type),,SCH01011210,,381,381,00DH15ZZ
375,211760,DH191018,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,382,382,00DH15ZZ
376,211760,DH191019,0,1,EA,2010-12-01,9999-12-31,37,Handle Bar (Single Tube Type),,SCH01011210,,383,383,00DH15ZZ
377,211760,DH191056,0,1,EA,2010-12-01,9999-12-31,42,Meter Assembly,,SCH01011210,,384,384,00DH15ZZ
378,211760,DH201062,0,1,EA,2010-12-01,9999-12-31,40,Cap Tank & Gauge Fuel,,SCH01011210,,385,385,00DH15ZZ
379,211760,DH201076,0,1,EA,2010-12-01,9999-12-31,48,Electrical Equipments,,SCH01011210,,386,386,00DH15ZZ
380,211760,DH201077,0,1,EA,2010-12-01,9999-12-31,48,Electrical Equipments,,SCH01011210,,387,387,00DH15ZZ
381,211760,DH211005,0,2,EA,2010-12-01,9999-12-31,49,Tool Kit,,SCH01011210,,388,388,00DH15ZZ
382,211760,DH73022V,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,389,389,00DH15ZZ
383,211760,DH73032V,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,390,390,00DH15ZZ
384,211760,DH73034K,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,391,391,00DH15ZZ
385,211760,DH73034L,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,392,392,00DH15ZZ
386,211760,DH73034M,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,393,393,00DH15ZZ
387,211760,DH74014K,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,394,394,00DH15ZZ
388,211760,DH74014L,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,395,395,00DH15ZZ
389,211760,DH74014M,0,1,EA,2010-12-01,9999-12-31,39,Painted Parts & Decals,,SCH01011210,,396,396,00DH15ZZ
390,211760,DJ010025,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,398,398,00DH15ZZ
391,211760,DJ101063,0,1,EA,2010-12-01,9999-12-31,8,Transmission,,SCH01011210,,399,399,00DH15ZZ
392,211760,DJ101064,0,1,EA,2010-12-01,9999-12-31,19,Silencer Assembly,,SCH01011210,,400,400,00DH15ZZ
393,211760,DJ101109,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,401,401,00DH15ZZ
394,211760,DJ101110,0,1,EA,2010-12-01,9999-12-31,8,Transmission,,SCH01011210,,402,402,00DH15ZZ
395,211760,DJ101114,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,403,403,00DH15ZZ
396,211760,DJ101213,0,1,EA,2010-12-01,9999-12-31,11,Engine Assembly & Crankcase RH,,SCH01011210,,404,404,00DH15ZZ
397,211760,DJ101217,0,2,EA,2010-12-01,9999-12-31,1,Cover Cylinder Head,,SCH01011210,,405,405,00DH15ZZ
398,211760,DJ101242,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,406,406,00DH15ZZ
399,211760,DJ101267,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,407,407,00DH15ZZ
400,211760,DJ101268,0,1,EA,2010-12-01,9999-12-31,14,Cover Magneto,,SCH01011210,,408,408,00DH15ZZ
401,211760,DJ101271,0,1,EA,2010-12-01,9999-12-31,14,Cover Magneto,,SCH01011210,,409,409,00DH15ZZ
402,211760,DJ101300,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,410,410,00DH15ZZ
403,211760,DJ101302,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,411,411,00DH15ZZ
404,211760,DJ101312,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,412,412,00DH15ZZ
405,211760,DJ101344,0,1,EA,2010-12-01,9999-12-31,12,Crankcase LH,,SCH01011210,,413,413,00DH15ZZ
406,211760,DJ111020,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,414,414,00DH15ZZ
407,211760,DJ111093,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,415,415,00DH15ZZ
408,211760,DJ121022,0,1,EA,2010-12-01,9999-12-31,2,Cylinder Head,,SCH01011210,,416,416,00DH15ZZ
409,211760,DJ121030,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,417,417,00DH15ZZ
410,211760,DJ121039,0,1,EA,2010-12-01,9999-12-31,18,Air Cleaner Complete,,SCH01011210,,418,418,00DH15ZZ
411,211760,DJ121040,0,1,EA,2010-12-01,9999-12-31,18,Air Cleaner Complete,,SCH01011210,,419,419,00DH15ZZ
412,211760,DJ121070,0,1,EA,2010-12-01,9999-12-31,17,Carburettor,,SCH01011210,,420,420,00DH15ZZ
413,211760,DJ141002,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,421,421,00DH15ZZ
414,211760,DJ141008,0,2,EA,2010-12-01,9999-12-31,25,Frame & Frame Fittings,,SCH01011210,,422,422,00DH15ZZ
415,211760,DJ151032,0,1,EA,2010-12-01,9999-12-31,35,Rear Hub,,SCH01011210,,423,423,00DH15ZZ
416,211760,DJ151033,0,1,EA,2010-12-01,9999-12-31,35,Rear Hub,,SCH01011210,,424,424,00DH15ZZ
417,211760,DJ151034,0,1,EA,2010-12-01,9999-12-31,35,Rear Hub,,SCH01011210,,425,425,00DH15ZZ
418,211760,DJ151035,0,1,EA,2010-12-01,9999-12-31,35,Rear Hub,,SCH01011210,,426,426,00DH15ZZ
419,211760,DJ151036,0,1,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,427,427,00DH15ZZ
420,211760,DJ151037,0,1,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,428,428,00DH15ZZ
421,211760,DJ151041,0,1,EA,2010-12-01,9999-12-31,32,Front Hub,,SCH01011210,,429,429,00DH15ZZ
422,211760,DJ151042,0,1,EA,2010-12-01,9999-12-31,36,Rear Brake Pedal,,SCH01011210,,430,430,00DH15ZZ
423,211760,DJ151047,0,2,EA,2010-12-01,9999-12-31,26,Swing arm & Rear Shock Absorber,,SCH01011210,,431,431,00DH15ZZ
424,211760,DJ151059,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,432,432,00DH15ZZ
425,211760,DJ151077,0,1,EA,2010-12-01,9999-12-31,31,"Tube , Tyre & Rim",,SCH01011210,,433,433,00DH15ZZ
426,211760,DJ151087,0,1,EA,2010-12-01,9999-12-31,31,"Tube , Tyre & Rim",,SCH01011210,,434,434,00DH15ZZ
427,211760,DJ151088,0,1,EA,2011-05-16,9999-12-31,,,,SCH01160511,,435,435,00DH15ZZ
428,211760,DJ151092,0,1,EA,2010-12-01,9999-12-31,35,Rear Hub,,SCH01011210,,436,436,00DH15ZZ
429,211760,DJ151094,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,437,437,00DH15ZZ
430,211760,DJ161069,0,1,EA,2010-12-01,9999-12-31,29,Mudguard - Front & Rear,,SCH01011210,,438,438,00DH15ZZ
431,211760,DJ161073,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,439,439,00DH15ZZ
432,211760,DJ161079,0,1,EA,2010-12-01,9999-12-31,50,Accessories & Grab Handle,,SCH01011210,,440,440,00DH15ZZ
433,211760,DJ161080,0,1,EA,2010-12-01,9999-12-31,50,Accessories & Grab Handle,,SCH01011210,,441,441,00DH15ZZ
434,211760,DJ161087,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,442,442,00DH15ZZ
435,211760,DJ161088,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,443,443,00DH15ZZ
436,211760,DJ161089,0,1,EA,2010-12-01,9999-12-31,24,Engine Mountings,,SCH01011210,,444,444,00DH15ZZ
437,211760,DJ161090,0,1,EA,2010-01-22,9999-12-31,,,,SCH01220110,,445,445,00DH15ZZ
438,211760,DJ161091,0,4,EA,2010-12-01,9999-12-31,29,Mudguard - Front & Rear,,SCH01011210,,446,446,00DH15ZZ
